Segment,Threshold_1_Length,Threshold_10_Length,Threshold_100_Length,Split_10_Length,Split_100_Length,Split_1000_Length,Handle_Lengths,Quadrangle_Length,Handle_Area,Quadrangle_Area,,% Difference between Threshold_1 and Handle_Lengths
1600_1600__2000_1000,1169.440828,1169.433767,1168.770652,1167.287639,1169.2046,1169.438512,848.528137,1569.638393,180000,420000,,0.725584499
1000_1000__2000_1500,1169.583032,1169.562232,1167.999119,1165.517984,1154.838157,1168.08572,500,1618.033989,0,500000,,0.427502782
1000_1500__2000_1000,1169.583032,1169.562232,1167.999119,1165.517984,1169.209726,1169.579373,500,1618.033989,0,500000,,0.427502782
800_1200__1400_1200,1169.83693,1169.767095,1164.817462,1166.420649,1150.849945,1167.940302,915.298245,1515.298245,80000,80000,,0.782415242
1600_1200__2200_1200,1169.83693,1169.767095,1164.817462,1166.420649,1161.529278,1168.99107,915.298245,1515.298245,80000,80000,,0.782415242
1400_1000__1600_1600,1170.974847,1170.960679,1170.009246,1168.256793,1149.645011,1168.814711,1121.110255,1753.565787,120000,240000,,0.957416172
1400_1600__1600_1000,1170.974847,1170.960679,1170.009246,1168.256793,1159.006011,1169.775314,1121.110255,1753.565787,120000,240000,,0.957416172
800_1000__1000_1200,1171.084707,1170.859207,1047.19207,1168.227059,1140.722746,1168.030777,1219.803903,1502.646615,100000,140000,,0.960059813
2000_1200__2200_1000,1171.084707,1170.859207,1047.19207,1168.227059,1165.178681,1170.4888,1219.803903,1502.646615,100000,140000,,0.960059813
1000_1000__1600_1600,1171.731319,1171.726329,1170.928536,1169.193581,1150.336465,1169.570458,721.110255,1569.638393,120000,480000,,0.615422873
1400_1600__2000_1000,1171.731319,1171.726329,1170.928536,1169.193581,1171.453288,1171.728585,721.110255,1569.638393,120000,480000,,0.615422873
1000_1200__1200_1400,1174.064792,1174.045857,1172.166547,1172.445271,1147.456653,1171.383887,1094.427191,1377.269903,160000,200000,,0.93216933
1800_1400__2000_1200,1174.064792,1174.045857,1172.166547,1172.445271,1168.049016,1173.464754,1094.427191,1377.269903,160000,200000,,0.93216933
800_1400__2000_1000,1175.341877,1175.31055,1173.243736,1169.928998,1174.911705,1175.337987,447.213595,1712.12466,40000,520000,,0.380496606
1000_1000__2200_1400,1175.341877,1175.31055,1173.243736,1169.928998,1162.269452,1174.004158,447.213595,1712.12466,40000,520000,,0.380496606
1600_1000__1600_1600,1177.747208,1177.734596,1175.282105,1175.098441,1156.451342,1175.587447,1321.110255,1921.110255,120000,120000,,0.891482905
1000_1400__1800_1200,1178.125846,1178.107163,1176.835802,1174.820799,1169.480957,1177.275925,682.842712,1507.463838,20000,180000,,0.579600825
1200_1200__2000_1400,1178.125846,1178.107163,1176.835802,1174.820799,1166.270028,1176.927523,682.842712,1507.463838,20000,180000,,0.579600825
1000_1400__1600_1200,1179.080393,1179.065245,1178.06613,1176.478734,1165.585538,1177.738159,847.213595,1479.669128,40000,160000,,0.718537599
1400_1200__2000_1400,1179.080393,1179.065245,1178.06613,1176.478734,1167.232696,1177.882134,847.213595,1479.669128,40000,160000,,0.718537599
1000_1000__1200_1600,1180.445686,1180.436604,1179.489734,1178.370749,1150.783029,1177.449168,1000,1632.455532,240000,360000,,0.847137663
1800_1600__2000_1000,1180.445686,1180.436604,1179.489734,1178.370749,1180.23681,1180.443675,1000,1632.455532,240000,360000,,0.847137663
600_1200__2000_1000,1181.598862,1181.449331,1102.738786,1174.003732,1181.111179,1181.596159,447.213595,1861.427158,40000,320000,,0.378481741
1000_1000__2400_1200,1181.598862,1181.449331,1102.738786,1174.003732,1168.648619,1180.26412,447.213595,1861.427158,40000,320000,,0.378481741
2000_1000__2000_1400,1181.7022,1181.562295,1178.657057,1179.480116,1169.919369,1180.505109,1400,1800,0,0,,0.844073
600_1000__2000_1200,1185.090186,1184.502326,1072.862826,1175.138087,1179.102737,1184.50885,600,2014.213562,0,280000,,0.506290582
1000_1200__2400_1000,1185.090186,1184.502326,1072.862826,1175.138087,1173.534736,1183.913062,600,2014.213562,0,280000,,0.506290582
600_1000__1600_1000,1185.180664,1181.054688,1137.5,1176,1173.166,1184.154926,800,1800,0,0,,0.675002575
1400_1000__2400_1000,1185.180664,1181.054688,1137.5,1176,1173.762,1184.160922,800,1800,0,0,,0.675002575
800_1400__1800_1000,1185.993941,1185.963962,1181.107741,1181.035059,1179.705942,1185.391474,647.213595,1724.246557,40000,440000,,0.545714082
1200_1000__2200_1400,1185.993941,1185.963962,1181.107741,1181.035059,1172.900611,1184.655985,647.213595,1724.246557,40000,440000,,0.545714082
800_1200__1000_1000,1186.440132,1186.2049,1044.286134,1183.24385,1156.657595,1183.445832,1282.842712,1565.685425,20000,60000,,0.924852377
2000_1000__2200_1200,1186.440132,1186.2049,1044.286134,1183.24385,1178.102338,1185.596601,1282.842712,1565.685425,20000,60000,,0.924852377
1000_1400__1400_1200,1187.691185,1187.67803,1185.066527,1185.484356,1168.752971,1185.794361,1032.455532,1479.669128,60000,140000,,0.869296283
1600_1200__2000_1400,1187.691185,1187.67803,1185.066527,1185.484356,1175.848139,1186.492957,1032.455532,1479.669128,60000,140000,,0.869296283
1000_1000__1800_1600,1187.861362,1187.856213,1186.724205,1184.564135,1169.136072,1185.96659,632.455532,1632.455532,60000,540000,,0.532432111
1200_1600__2000_1000,1187.861362,1187.856213,1186.724205,1184.564135,1187.530736,1187.858116,632.455532,1632.455532,60000,540000,,0.532432111
1400_1400__1400_1400,1187.958949,1187.952635,1187.072084,1186.891138,1166.53055,1185.797767,1286.79568,1286.79568,200000,200000,,0.923191589
1600_1400__1600_1400,1187.958949,1187.952635,1187.072084,1186.891138,1171.146792,1186.263575,1286.79568,1286.79568,200000,200000,,0.923191589
1200_1000__1800_1600,1188.452158,1188.433398,1186.793699,1185.05243,1169.744967,1186.557595,832.455532,1680.983669,60000,420000,,0.700453549
1200_1600__1800_1000,1188.452158,1188.433398,1186.793699,1185.05243,1182.296087,1187.850727,832.455532,1680.983669,60000,420000,,0.700453549
1000_1500__1500_1000,1190.136028,1190.117969,1186.139186,1186.825146,1175.102916,1188.63596,1000,1707.106781,0,250000,,0.840240087
1500_1000__2000_1500,1190.136028,1190.117969,1186.139186,1186.825146,1175.400891,1188.638958,1000,1707.106781,0,250000,,0.840240087
800_1200__2200_1200,1190.650048,1190.427487,1170.902992,1178.195625,1182.419623,1189.805233,565.685425,1965.685425,40000,40000,,0.475106372
600_1000__1800_1200,1190.752157,1190.123146,1110.854848,1179.961211,1182.069383,1189.910201,682.842712,1899.395219,20000,260000,,0.573454944
1200_1200__2400_1000,1190.752157,1190.123146,1110.854848,1179.961211,1179.162818,1189.564803,682.842712,1899.395219,20000,260000,,0.573454944
1000_1200__2000_1400,1192.815549,1192.766457,1188.725299,1187.31626,1180.936244,1191.617114,600,1619.803903,0,200000,,0.503011552
1000_1400__2000_1200,1192.815549,1192.766457,1188.725299,1187.31626,1186.753804,1192.215311,600,1619.803903,0,200000,,0.503011552
600_1000__1400_1000,1193.75,1193.75,1193.75,1214.4,1197.2266,1213.53237,1000,1800,0,0,,0.837696335
1600_1000__2400_1000,1193.75,1193.75,1193.75,1214.4,1203.6438,1214.136567,1000,1800,0,0,,0.837696335
800_1200__1200_1200,1194.536775,1194.475721,1190.296591,1191.705505,1169.901709,1192.06479,1107.463838,1507.463838,100000,100000,,0.927107362
1800_1200__2200_1200,1194.536775,1194.475721,1190.296591,1191.705505,1186.193048,1193.690512,1107.463838,1507.463838,100000,100000,,0.927107362
1200_1600__1600_1000,1194.64533,1194.628377,1193.459136,1191.460531,1182.612472,1193.445195,1032.455532,1753.565787,60000,300000,,0.864236026
1400_1000__1800_1600,1194.64533,1194.628377,1193.459136,1191.460531,1175.960063,1192.751053,1032.455532,1753.565787,60000,300000,,0.864236026
1400_1400__1600_1400,1195.133749,1195.126749,1194.647908,1193.867935,1178.277563,1193.437926,1131.37085,1331.37085,160000,160000,,0.946647897
800_1000__1200_1400,1195.250407,1195.048074,1168.999297,1190.90542,1168.589621,1192.570019,1094.427191,1660.112616,160000,320000,,0.915646784
1800_1400__2200_1000,1195.250407,1195.048074,1168.999297,1190.90542,1189.3872,1194.652953,1094.427191,1660.112616,160000,320000,,0.915646784
1000_1200__1000_1400,1198.676463,1198.650753,1196.72678,1197.087095,1166.693875,1195.448791,1277.032961,1477.032961,200000,200000,,0.938641758
600_1200__1800_1000,1199.620659,1199.310438,1138.881713,1191.941456,1193.263702,1199.019096,647.213595,1863.766102,40000,280000,,0.539515213
1200_1000__2400_1200,1199.620659,1199.310438,1138.881713,1191.941456,1186.624931,1198.28528,647.213595,1863.766102,40000,280000,,0.539515213
800_1400__1600_1000,1200.454191,1200.386934,1195.463169,1196.09061,1188.291863,1199.252937,847.213595,1741.640786,40000,360000,,0.70574421
1400_1000__2200_1400,1200.454191,1200.386934,1195.463169,1196.09061,1187.340782,1199.115981,847.213595,1741.640786,40000,360000,,0.70574421
500_1000__2000_1000,1202.484131,1201.171875,1109.375,1187,1203.5615,1204.076953,500,2000,0,0,,0.415805903
1000_1000__2500_1000,1202.484131,1201.171875,1109.375,1187,1189.6045,1202.587446,500,2000,0,0,,0.415805903
600_1200__2200_1000,1202.549124,1172.412471,1081.243738,1180.64203,1196.977563,1201.999628,647.213595,2259.665145,40000,360000,,0.538201377
800_1000__2400_1200,1202.549124,1172.412471,1081.243738,1180.64203,1189.610937,1201.25849,647.213595,2259.665145,40000,360000,,0.538201377
1000_1400__1200_1200,1202.800892,1202.766778,1199.999114,1200.857165,1178.21735,1200.32876,1224.621125,1507.463838,80000,120000,,0.982182054
1800_1200__2000_1400,1202.800892,1202.766778,1199.999114,1200.857165,1190.960884,1201.602677,1224.621125,1507.463838,80000,120000,,0.982182054
1200_1600__1400_1000,1204.313512,1204.298633,1201.994696,1201.310922,1186.402369,1202.514628,1232.455532,1864.911064,60000,180000,,0.977165894
1600_1000__1800_1600,1204.313512,1204.298633,1201.994696,1201.310922,1185.649337,1202.419476,1232.455532,1864.911064,60000,180000,,0.977165894
1400_1200__1400_1600,1205.236653,1205.227636,1204.607755,1203.490278,1180.101123,1202.694404,1295.741733,1695.741733,220000,220000,,0.930151914
1000_1000__1000_1600,1207.088485,1207.075838,1205.324118,1204.826056,1172.520547,1203.594256,1166.190379,1766.190379,300000,300000,,0.966118386
800_1000__2200_1400,1209.333985,1208.740429,1185.044482,1192.874888,1196.218922,1208.005367,647.213595,2103.235573,40000,600000,,0.535181846
800_1400__2200_1000,1209.333985,1208.740429,1185.044482,1192.874888,1203.687964,1208.747516,647.213595,2103.235573,40000,600000,,0.535181846
600_1000__2200_1200,1209.991029,1208.963149,1078.727886,1199.480634,1201.847267,1209.179058,682.842712,2295.294262,20000,340000,,0.564337004
800_1200__2400_1000,1209.991029,1208.963149,1078.727886,1199.480634,1198.470427,1208.828924,682.842712,2295.294262,20000,340000,,0.564337004
600_1000__1600_1200,1210.681327,1208.237151,1159.545072,1202.090964,1197.104581,1209.345132,847.213595,1867.017498,40000,240000,,0.699782491
1400_1200__2400_1000,1210.681327,1208.237151,1159.545072,1202.090964,1199.045932,1209.492044,847.213595,1867.017498,40000,240000,,0.699782491
1200_1400__1400_1400,1212.563001,1212.554753,1212.006053,1211.108831,1191.081322,1210.4013,1168.323851,1368.323851,160000,160000,,0.963515999
1600_1400__1800_1400,1212.563001,1212.554753,1212.006053,1211.108831,1199.239213,1211.222399,1168.323851,1368.323851,160000,160000,,0.963515999
1200_1400__1600_1400,1214.778675,1214.769287,1214.091385,1212.982788,1197.875019,1213.082357,1012.89902,1412.89902,120000,120000,,0.833813633
1400_1400__1800_1400,1214.778675,1214.769287,1214.091385,1212.982788,1201.42455,1213.437728,1012.89902,1412.89902,120000,120000,,0.833813633
1400_1200__1600_1600,1216.289482,1216.279913,1215.595308,1214.366668,1194.918397,1214.128905,1168.323851,1615.537446,160000,240000,,0.960563968
1400_1600__1600_1200,1216.289482,1216.279913,1215.595308,1214.366668,1202.880713,1214.948036,1168.323851,1615.537446,160000,240000,,0.960563968
1600_1200__1600_1600,1216.811143,1216.801205,1214.661026,1214.936639,1195.473721,1214.650931,1353.565787,1753.565787,180000,180000,,0.898967124
1800_1000__1800_1600,1217.828575,1217.784474,1214.870551,1214.937471,1199.184444,1215.934744,1432.455532,2032.455532,60000,60000,,0.850168503
1200_1200__1400_1600,1218.320991,1218.312761,1217.70834,1216.523025,1193.142759,1215.778289,1131.37085,1578.584445,200000,280000,,0.928631172
1600_1600__1800_1200,1218.320991,1218.312761,1217.70834,1216.523025,1209.775827,1217.471953,1131.37085,1578.584445,200000,280000,,0.928631172
800_1400__1400_1000,1219.126616,1219.053616,1213.790515,1215.348239,1201.089485,1217.327068,1047.213595,1768.323851,40000,280000,,0.858986738
1600_1000__2200_1400,1219.126616,1219.053616,1213.790515,1215.348239,1205.992794,1217.788645,1047.213595,1768.323851,40000,280000,,0.858986738
1200_1400__1200_1400,1219.58723,1219.579334,1217.974503,1218.248822,1193.008573,1216.906617,1341.640786,1341.640786,200000,200000,,0.909026651
1800_1400__1800_1400,1219.58723,1219.579334,1217.974503,1218.248822,1206.291264,1218.246917,1341.640786,1341.640786,200000,200000,,0.909026651
1000_1000__2000_1600,1221.097681,1221.078407,1219.369695,1216.666457,1203.409314,1219.300941,600,1766.190379,0,600000,,0.491361182
1000_1600__2000_1000,1221.097681,1221.078407,1219.369695,1216.666457,1220.706415,1221.09385,600,1766.190379,0,600000,,0.491361182
600_1200__1600_1000,1222.159979,1221.804526,1212.320014,1216.42945,1209.931035,1220.960783,847.213595,1867.017498,40000,240000,,0.693210062
1400_1000__2400_1200,1222.159979,1221.804526,1212.320014,1216.42945,1209.119793,1220.825232,847.213595,1867.017498,40000,240000,,0.693210062
1200_1200__1200_1600,1223.69121,1223.682187,1222.617412,1221.897695,1194.043639,1220.694871,1282.842712,1682.842712,260000,260000,,0.953890293
1200_1200__1600_1600,1224.95428,1224.945284,1224.228413,1222.840323,1203.547972,1222.793283,1003.952968,1569.638393,140000,300000,,0.819584032
1400_1600__1800_1200,1224.95428,1224.945284,1224.228413,1222.840323,1216.364049,1224.104743,1003.952968,1569.638393,140000,300000,,0.819584032
800_1200__1800_1400,1225.250542,1225.180437,1217.814456,1218.826773,1211.821342,1223.909239,730.056308,1749.860211,60000,260000,,0.595842469
1200_1400__2200_1200,1225.250542,1225.180437,1217.814456,1218.826773,1216.95135,1224.404359,730.056308,1749.860211,60000,260000,,0.595842469
2000_1200__2000_1400,1225.982344,1225.941225,1223.126532,1224.14303,1214.143872,1224.784543,1419.803903,1619.803903,100000,100000,,0.863487092
800_1200__1600_1400,1226.231884,1226.174102,1220.685137,1221.331417,1209.254509,1224.535132,848.528137,1673.149263,100000,260000,,0.691980161
1400_1400__2200_1200,1226.231884,1226.174102,1220.685137,1221.331417,1217.906993,1225.385354,848.528137,1673.149263,100000,260000,,0.691980161
1000_1600__1800_1000,1226.506751,1226.481986,1224.806749,1222.179132,1220.282108,1225.904749,800,1800,0,480000,,0.652258945
1200_1000__2000_1600,1226.506751,1226.481986,1224.806749,1222.179132,1208.819863,1224.710147,800,1800,0,480000,,0.652258945
1200_1400__1800_1400,1229.038966,1229.025614,1228.050083,1226.507277,1215.650364,1227.697669,894.427191,1494.427191,80000,80000,,0.727745186
800_1200__1000_1200,1230.604036,1230.514067,1226.836332,1228.064359,1200.232254,1227.547689,1302.646615,1502.646615,120000,120000,,0.944695224
2000_1200__2200_1200,1230.604036,1230.514067,1226.836332,1228.064359,1222.221831,1229.757375,1302.646615,1502.646615,120000,120000,,0.944695224
600_1000__2400_1000,1232.470703,1221.875,1000,1233.6,1222.2556,1232.433493,800,2600,0,0,,0.649102651
1000_1600__1600_1000,1236.93313,1236.911615,1235.374197,1232.948288,1224.832943,1235.732406,1000,1848.528137,0,360000,,0.808451141
1400_1000__2000_1600,1236.93313,1236.911615,1235.374197,1232.948288,1219.25075,1235.136604,1000,1848.528137,0,360000,,0.808451141
2000_1000__2000_1500,1237.393185,1237.248561,1233.43689,1234.715761,1222.664639,1235.89678,1500,2000,0,0,,0.82492879
800_1400__1800_1200,1238.131948,1238.103674,1233.759796,1233.11885,1229.427436,1237.281601,730.056308,1749.860211,60000,260000,,0.589643381
1200_1200__2200_1400,1238.131948,1238.103674,1233.759796,1233.11885,1224.984186,1236.793402,730.056308,1749.860211,60000,260000,,0.589643381
800_1000__1000_1400,1238.429646,1238.35663,1222.236819,1234.530395,1206.391592,1235.202295,1277.032961,1724.246557,200000,280000,,0.96977109
2000_1400__2200_1000,1238.429646,1238.35663,1222.236819,1234.530395,1232.510905,1237.831475,1277.032961,1724.246557,200000,280000,,0.96977109
800_1200__1400_1400,1239.839202,1239.786708,1234.906448,1235.893926,1218.266562,1237.676789,1003.952968,1636.4085,140000,260000,,0.809744495
1600_1400__2200_1200,1239.839202,1239.786708,1234.906448,1235.893926,1231.482777,1238.992288,1003.952968,1636.4085,140000,260000,,0.809744495
600_1200__2000_1200,1240.182442,1239.994753,1227.221802,1229.783574,1234.126618,1239.583902,647.213595,2047.213595,40000,40000,,0.521869665
1000_1200__2400_1200,1240.182442,1239.994753,1227.221802,1229.783574,1227.170431,1238.84677,647.213595,2047.213595,40000,40000,,0.521869665
600_1000__1400_1200,1240.386511,1239.95955,1228.589254,1236.270231,1221.349094,1238.494557,1032.455532,1857.076657,60000,220000,,0.832365979
1600_1200__2400_1000,1240.386511,1239.95955,1228.589254,1236.270231,1228.699501,1239.195711,1032.455532,1857.076657,60000,220000,,0.832365979
1200_1600__1600_1200,1241.668235,1241.655753,1240.764021,1239.238066,1228.201442,1240.32622,1079.669128,1645.354552,100000,260000,,0.869531085
1400_1200__1800_1600,1241.668235,1241.655753,1240.764021,1239.238066,1222.934349,1239.773417,1079.669128,1645.354552,100000,260000,,0.869531085
800_1200__2000_1400,1241.971993,1241.87655,1233.415042,1233.083474,1230.059,1240.773457,682.842712,1899.395219,20000,260000,,0.549805242
1000_1400__2200_1200,1241.971993,1241.87655,1233.415042,1233.083474,1233.68999,1241.126098,682.842712,1899.395219,20000,260000,,0.549805242
800_1400__1200_1000,1243.601326,1243.527971,1239.130436,1240.089414,1219.688096,1241.203243,1247.213595,1812.89902,40000,200000,,0.997103729
1800_1000__2200_1400,1243.601326,1243.527971,1239.130436,1240.089414,1230.44567,1242.263353,1247.213595,1812.89902,40000,200000,,0.997103729
800_1000__1600_1600,1243.889894,1243.65798,1205.184613,1236.474625,1222.412961,1241.729873,921.110255,1921.110255,120000,600000,,0.740507869
1400_1600__2200_1000,1243.889894,1243.65798,1205.184613,1236.474625,1238.111897,1243.293873,921.110255,1921.110255,120000,600000,,0.740507869
600_1200__1800_1200,1243.939632,1243.817887,1236.916964,1236.542501,1235.214984,1243.090296,730.056308,1930.056308,60000,60000,,0.586890464
1200_1200__2400_1200,1243.939632,1243.817887,1236.916964,1236.542501,1230.908261,1242.60344,730.056308,1930.056308,60000,60000,,0.586890464
800_1400__2000_1200,1244.855539,1244.793461,1239.521858,1237.189842,1238.768672,1244.255351,647.213595,1863.766102,40000,280000,,0.519910604
